EmployeeID,FirstName,LastName,DateOfBirth,Gender,DepartmentCode,JobTitle,AnnualSalary,HireDate,TerminationDate,EmploymentStatus,TermReason,EmployeeSatisfaction,PerformanceRating,Site
200463,Ugolino,Gianetti,19/11/1996,M,IT,Systems Administrator,72960,15/12/2013,15/01/2015,Terminated,Resignation,1,3,Milan
200464,Bettina,Bajardi,14/12/1993,M,IT,IT Manager,72000,23/01/2013,05/01/2018,Terminated,Resignation,3,3,Milan
200465,Francesca,Dandolo,11/07/1976,F,IT,Network Engineer,78000,19/01/2015,,Active,,3,4,Milan
200466,Ferdinando,Zaguri,18/09/1979,M,IT,Network Engineer,57340,17/03/2012,,Active,,2,3,Milan
200467,Jörg-Peter,Martin,27/03/1972,M,IT,Systems Administrator,89300,13/05/2012,24/10/2023,Terminated,Resignation,4,5,Milan
200468,Nadia,Fusani,31/08/1977,M,IT,Systems Administrator,57340,29/08/2012,,Active,,3,5,Milan
200469,Gustavo,Nicolini,30/05/1979,M,IT,Network Engineer,53000,17/03/2015,24/09/2016,Terminated,Resignation,4,3,Milan
200470,Leopoldo,Bernardi,12/02/1983,F,IT,Systems Administrator,79000,29/05/2015,21/06/2019,Terminated,Layoff,3,3,Milan
200471,Lucia,Verdone,22/08/1978,M,IT,Security Analyst,78400,28/12/2014,11/03/2015,Terminated,Resignation,3,3,Milan
200472,Adelasia,Broggini,22/01/1993,F,IT,Systems Administrator,54520,04/05/2012,04/06/2024,Terminated,Resignation,3,5,Milan
200473,Valerio,Farnese,24/10/1987,M,IT,Security Analyst,60480,07/09/2013,15/08/2025,Terminated,Resignation,3,5,Milan
200474,Mirko,Salgari,09/10/1990,F,IT,IT Manager,74260,29/02/2012,14/06/2016,Terminated,Resignation,3,2,Milan
200475,Isa,Soffici,21/05/1983,F,IT,Network Engineer,64859,30/03/2012,,Active,,3,4,Milan
200476,Gioele,Carocci,24/02/1999,M,IT,IT Manager,56000,19/02/2015,25/04/2021,Terminated,Layoff,1,3,Milan
200477,Alina,Sokolov,15/03/1974,M,IT,Cloud Engineer,100000,10/06/2015,12/11/2024,Terminated,Resignation,3,3,Milan
200478,Ricciotti,Passalacqua,16/03/1996,M,IT,DevOps Engineer,53900,05/08/2014,30/12/2017,Terminated,Layoff,3,4,Milan
200479,Liliana,Poerio,18/01/1987,M,IT,IT Manager,53580,26/05/2012,17/05/2020,Terminated,Layoff,2,4,Milan
200480,Camilla,Scamarcio,14/12/1989,F,IT,Cloud Engineer,56640,21/04/2013,,Active,,3,4,Milan
200481,Cipriano,Padovano,16/06/1985,M,IT,IT Technician,74880,30/09/2013,06/03/2019,Terminated,Resignation,3,4,Milan
200482,Fabrizio,Castellitto,22/10/1971,M,IT,Systems Administrator,79380,13/10/2014,26/09/2023,Terminated,Retirement,4,3,Milan
200483,Eugenia,Tamburi,04/01/1999,M,IT,Network Engineer,70080,15/05/2013,23/12/2018,Terminated,Resignation,4,3,Milan
200484,Gianpaolo,Loredan,09/02/1988,M,IT,Cloud Engineer,59780,17/03/2014,15/11/2025,Terminated,Resignation,3,5,Milan
200485,Olga,Tomaselli,17/10/1983,M,IT,IT Technician,73500,29/12/2014,,Active,,2,4,Milan
200486,Luca,Iannelli,24/12/1995,F,IT,Network Engineer,86400,23/09/2013,26/07/2022,Terminated,Retirement,3,3,Milan
200487,Marcello,Sinisi,06/10/1982,M,IT,DevOps Engineer,54880,08/02/2014,16/02/2020,Terminated,Other,4,4,Milan
200488,Mirko,Medici,05/05/1973,M,IT,Cloud Engineer,77080,28/02/2012,09/10/2019,Terminated,Resignation,4,3,Milan
200489,Gianmarco,Badoglio,24/02/1970,M,IT,Systems Administrator,70000,20/05/2015,,Active,,3,5,Milan
200490,Antonello,Avogadro,17/05/1992,F,IT,Security Analyst,67000,09/05/2015,04/11/2021,Terminated,Resignation,4,4,Milan
200491,Anita,Greco,05/02/1990,M,IT,Network Engineer,86480,28/11/2012,29/06/2020,Terminated,Other,4,4,Milan
200492,Matilda,Asmundo,24/08/1977,M,IT,Network Engineer,59520,21/12/2013,,Active,,3,3,Milan
200493,Piersanti,Burcardo,28/04/1988,M,IT,Security Analyst,82320,11/05/2014,,Active,,4,2,Milan
200494,Megan,Dickson,31/03/1994,M,IT,Cloud Engineer,93120,21/04/2013,25/04/2020,Terminated,Resignation,4,3,Milan
200495,Geronimo,Redi,18/12/1988,F,IT,Cloud Engineer,61740,03/12/2014,25/01/2019,Terminated,Resignation,3,3,Milan
200496,Gianluigi,Spinola,02/08/1984,F,IT,Network Engineer,82320,18/08/2014,29/04/2017,Terminated,Resignation,1,4,Milan
200497,Lauretta,Gramsci,11/08/1993,M,IT,Systems Administrator,61440,23/04/2013,11/10/2023,Terminated,Retirement,2,5,Milan
200498,Liberto,Montalti,20/12/1975,F,IT,IT Technician,46060,23/11/2014,10/06/2020,Terminated,Resignation,3,4,Milan
200499,Gianpietro,Caruso,17/11/1975,M,IT,Systems Administrator,74480,25/09/2014,06/02/2018,Terminated,Resignation,3,3,Milan
200500,Fabrizia,Montesano,29/12/1994,M,IT,Cloud Engineer,44160,30/05/2013,,Active,,3,4,Milan
200501,Severino,Tamburi,20/11/1979,M,IT,Security Analyst,82560,30/06/2013,26/05/2016,Terminated,Resignation,2,4,Milan
200502,Filippo,Piccinni,19/09/1994,F,IT,Cloud Engineer,46060,30/07/2014,18/03/2017,Terminated,Layoff,2,3,Milan
200503,Erika,Wulf,29/04/1987,M,IT,Network Engineer,96040,31/03/2014,,Active,,3,4,Milan
200504,Saverio,Pizziol,20/10/1995,M,IT,Systems Administrator,50760,04/01/2012,13/02/2015,Terminated,Resignation,4,5,Milan
200505,Enzo,Faranda,07/06/1986,F,IT,Cloud Engineer,98000,10/11/2014,21/03/2025,Terminated,Resignation,2,3,Milan
200506,Amadeo,Barcaccia,06/11/1992,M,IT,IT Manager,48960,23/09/2013,,Active,,2,3,Milan
200507,Armando,Donati,18/02/1976,M,IT,DevOps Engineer,49920,21/10/2013,21/07/2016,Terminated,Resignation,2,3,Milan
200508,Alderano,Ossola,18/09/1979,F,IT,Network Engineer,45080,10/04/2014,12/05/2021,Terminated,Retirement,3,3,Milan
200509,Olga,Stradivari,19/07/1995,M,IT,Network Engineer,68600,25/08/2014,29/12/2020,Terminated,Layoff,3,4,Milan
200510,Giovanni,Zaguri,31/01/1973,M,IT,Systems Administrator,77420,17/03/2014,,Active,,3,3,Milan
200511,Karen,Bautista,11/11/1989,F,IT,IT Technician,76140,07/05/2012,,Active,,3,3,Milan
200512,Ruggero,Tomasini,05/03/1988,F,IT,IT Manager,52640,03/03/2012,02/07/2023,Terminated,Retirement,3,5,Milan
200513,Carlo,Littizzetto,01/06/2000,F,IT,IT Technician,50760,29/12/2012,31/08/2016,Terminated,Resignation,4,4,Milan
200514,Piersanti,Verdone,02/03/1990,M,IT,Security Analyst,46000,26/06/2015,08/01/2021,Terminated,Layoff,2,3,Milan
200515,Christiane,Coste,13/07/1975,M,IT,Network Engineer,94080,16/01/2013,,Active,,4,1,Milan
200516,Cipriano,Scotti,19/08/1977,F,IT,Systems Administrator,94000,20/05/2012,02/01/2025,Terminated,Other,1,5,Milan
200517,Amleto,Chittolini,28/01/1970,M,IT,DevOps Engineer,97000,21/01/2015,,Active,,3,4,Milan
200518,Nanni,Scalfaro,14/08/1984,F,IT,Cloud Engineer,58280,23/12/2012,23/11/2019,Terminated,Resignation,3,3,Milan
200519,Tatiana,Falcone,11/11/1997,M,IT,DevOps Engineer,57820,18/11/2014,,Active,,3,3,Milan
200520,Coluccio,Cuzzocrea,07/11/1982,F,IT,IT Technician,50000,19/01/2015,03/07/2017,Terminated,Layoff,3,4,Milan
200521,Sofie,Rohleder,23/04/1979,M,IT,Systems Administrator,82000,29/04/2015,17/04/2016,Terminated,Resignation,4,4,Milan
200522,Annalisa,Jacuzzi,22/09/1974,M,IT,IT Manager,52920,30/08/2014,,Active,,3,4,Milan
200523,Margherita,Malenchini,24/10/1979,M,IT,Security Analyst,44180,24/02/2012,07/09/2021,Terminated,Resignation,3,4,Milan
200524,Damiano,Pacetti,27/12/1970,F,IT,Systems Administrator,45080,18/05/2014,25/11/2020,Terminated,Retirement,3,3,Milan
200525,Rosa,Trentin,31/12/1986,M,IT,DevOps Engineer,47000,25/12/2012,,Active,,4,1,Milan
200526,Girolamo,Anguissola,13/08/1972,F,IT,Network Engineer,86000,06/06/2015,29/04/2025,Terminated,Layoff,2,3,Milan
200527,Ermes,Maccanelli,05/07/1992,M,IT,Cloud Engineer,49000,03/05/2014,,Active,,4,3,Milan
200528,Graziano,Roth,20/08/1973,M,IT,DevOps Engineer,78720,05/04/2013,30/09/2020,Terminated,Resignation,4,4,Milan
200529,Gianfranco,Pontecorvo,11/05/1983,M,IT,Security Analyst,74480,25/04/2014,26/05/2020,Terminated,Resignation,3,2,Milan
200530,Giosuè,Morpurgo,25/12/1983,M,IT,Systems Administrator,84280,12/12/2014,11/05/2020,Terminated,Resignation,4,3,Milan
200531,Zdenka,Eberhardt,11/02/1992,F,IT,DevOps Engineer,49980,21/10/2014,,Active,,3,3,Milan
200532,Nikola,Radisch,20/09/1985,F,IT,Security Analyst,58000,27/02/2015,13/10/2019,Terminated,Resignation,3,4,Milan
200533,Fedele,Alboni,09/10/1999,M,IT,IT Technician,91200,31/07/2013,20/02/2020,Terminated,Resignation,4,3,Milan
200534,Angelina,Sordi,24/11/1994,F,IT,IT Manager,53900,16/10/2014,03/09/2019,Terminated,Resignation,3,5,Milan
200535,Sole,Fantozzi,08/09/2000,M,IT,Systems Administrator,87220,29/01/2014,03/06/2018,Terminated,Retirement,3,3,Milan
200536,Jolanda,Balbo,05/06/1979,F,IT,Security Analyst,73500,27/02/2014,,Active,,4,5,Milan
200537,Nadia,Baggio,13/10/1973,F,IT,Cloud Engineer,45080,13/08/2014,,Active,,3,2,Milan
200538,Morena,Roccabonella,16/12/1978,M,IT,Security Analyst,90160,02/12/2014,30/10/2020,Terminated,Retirement,3,3,Milan
200539,Eva,Peano,01/06/1972,M,IT,Cloud Engineer,90240,30/10/2013,01/10/2020,Terminated,Resignation,3,3,Milan
200540,Giacomo,Petrassi,07/01/1987,F,IT,IT Manager,58560,28/02/2013,,Active,,3,4,Milan
200541,Amanda,Robinson,02/05/1983,M,IT,IT Technician,68600,28/04/2014,,Active,,3,3,Milan
200542,Domenico,Castioni,03/02/1987,F,IT,IT Manager,68620,18/03/2012,07/09/2015,Terminated,Resignation,3,4,Milan
200543,Lodovico,Canevascini,14/08/1976,M,IT,Systems Administrator,56400,24/03/2012,01/11/2025,Terminated,Other,3,5,Milan
200544,Romana,Morosini,15/09/1984,M,IT,IT Technician,72380,23/03/2012,,Active,,4,4,Milan
200545,Thomas,Rojas,23/05/1994,F,IT,DevOps Engineer,51700,22/12/2012,15/11/2022,Terminated,Resignation,3,3,Milan
200546,Lodovico,Galeati,06/07/1975,F,IT,Cloud Engineer,72520,28/05/2014,,Active,,4,2,Milan
200547,Emma,Scarpetta,27/08/1991,M,IT,Network Engineer,83520,21/06/2013,24/10/2017,Terminated,Resignation,3,3,Milan
200548,Gioffre,Venturi,17/02/1999,F,IT,Cloud Engineer,87220,12/01/2014,07/03/2024,Terminated,Resignation,4,3,Milan
200549,Guarino,Pertini,05/04/1981,F,IT,Network Engineer,70080,26/05/2013,,Active,,1,2,Milan
200550,Coluccio,Ceri,02/02/1987,F,IT,Cloud Engineer,54520,28/03/2012,15/02/2016,Terminated,Layoff,3,4,Milan
200551,Gelsomina,Asprucci,15/05/1999,F,IT,DevOps Engineer,93120,14/01/2013,31/01/2016,Terminated,Other,2,4,Milan
200552,Kayla,Cruz,24/06/1983,M,IT,IT Manager,78020,10/02/2012,24/09/2025,Terminated,Retirement,3,4,Milan
200553,Daniele,Toscani,14/06/1996,F,IT,Systems Administrator,51700,16/09/2012,25/03/2016,Terminated,Retirement,3,5,Milan
200554,Bettina,Babato,09/04/1996,M,IT,IT Manager,49000,17/04/2015,20/03/2021,Terminated,Resignation,3,4,Milan
200555,Edoardo,Marzorati,26/11/1997,M,IT,Network Engineer,68160,11/02/2013,05/07/2018,Terminated,Other,3,5,Milan
200556,Pierpaolo,Capecchi,30/09/1974,M,IT,Systems Administrator,52640,21/03/2012,21/08/2020,Terminated,Layoff,4,4,Milan
200557,Roberto,Leone,14/12/1995,M,IT,IT Technician,53000,12/06/2015,14/07/2021,Terminated,Layoff,3,3,Milan
200558,Donna,Cerutti,28/05/1991,F,IT,Security Analyst,84000,01/04/2015,23/09/2021,Terminated,Resignation,3,3,Milan
200559,Stacey,Johnson,14/01/1973,M,IT,Security Analyst,70000,17/02/2015,,Active,,3,4,Milan
200560,Maggie,Mercier,18/01/1987,M,IT,Network Engineer,52000,03/04/2015,06/11/2018,Terminated,Resignation,3,2,Milan
200561,Birger,Wirth,02/12/2000,F,IT,Security Analyst,82320,30/01/2014,,Active,,4,3,Milan
200562,Gino,Trombetta,11/07/1982,F,IT,Systems Administrator,82000,22/06/2015,29/04/2021,Terminated,Layoff,1,5,Milan
200563,Enzo,Taliercio,22/09/1970,M,IT,DevOps Engineer,49000,27/05/2014,21/07/2020,Terminated,Resignation,2,3,Milan
200564,Paola,Brichese,20/05/1995,M,IT,IT Technician,48880,31/03/2012,06/02/2017,Terminated,Resignation,4,5,Milan
200565,Jolanda,Morellato,19/11/1984,M,IT,Network Engineer,70500,16/03/2012,,Active,,3,5,Milan
200566,Chiara,Trentini,04/02/1974,F,IT,Cloud Engineer,72000,05/10/2013,,Active,,2,4,Milan
200567,Yasmin,Kusch,02/12/1986,M,IT,IT Technician,93100,12/05/2014,,Active,,4,3,Milan
200568,Gianluca,Rienzo,14/09/1997,F,IT,Systems Administrator,80000,30/06/2015,29/12/2016,Terminated,Resignation,3,4,Milan
200569,Pasqual,Parmitano,18/01/1996,F,IT,Systems Administrator,56840,26/12/2014,12/10/2025,Terminated,Layoff,3,3,Milan
200570,Jolanda,Petrucelli,05/01/1970,F,IT,IT Manager,70080,30/05/2013,29/07/2019,Terminated,Resignation,4,4,Milan
200571,Karoline,Säuberlich,05/02/1977,F,OPS,Operations Manager,38540,03/10/2012,24/09/2024,Terminated,Resignation,4,3,Berlin
200572,Traudl,auch Schlauchin,15/03/1992,M,OPS,Operations Manager,47040,10/02/2014,13/11/2021,Terminated,Resignation,1,5,Berlin
200573,Tyler,Williams,28/09/1970,M,OPS,Process Engineer,35520,19/04/2013,27/01/2020,Terminated,Layoff,1,3,Berlin
200574,Roger,Charpentier,06/07/1977,M,OPS,Operations Manager,35720,17/04/2012,02/07/2015,Terminated,Resignation,3,2,Berlin
200575,Anni,Hentschel,17/05/1984,F,OPS,Operations Manager,52640,18/08/2012,19/10/2023,Terminated,Resignation,3,2,Berlin
200576,Heinz-Otto,Ruppersberger,22/11/1992,M,OPS,Logistics Coordinator,49000,25/04/2014,,Active,,4,3,Berlin
200577,Wigbert,Kusch,14/11/1999,M,OPS,Operations Analyst,51840,02/04/2013,19/01/2017,Terminated,Resignation,3,4,Berlin
200578,Jessika,Etzler,11/12/1981,F,OPS,Logistics Coordinator,46080,02/09/2013,,Active,,3,4,Berlin
200579,Michael,Hays,16/10/1987,M,OPS,Operations Manager,40420,19/01/2012,23/04/2015,Terminated,Resignation,3,3,Berlin
200580,Kristina,Kraus,06/05/1989,M,OPS,Logistics Coordinator,50960,29/10/2014,16/05/2016,Terminated,Resignation,3,4,Berlin
200581,Aleksej,Beer,26/04/1992,M,OPS,Supply Chain Specialist,60480,24/08/2013,16/02/2019,Terminated,Retirement,4,4,Berlin
200582,Berndt,Oderwald,22/01/1984,M,OPS,Process Engineer,34000,20/03/2015,,Active,,3,4,Berlin
200583,Evamaria,Benthin,09/08/1994,M,OPS,Supply Chain Specialist,31960,18/01/2012,,Active,,2,5,Berlin
200584,Julie,Klemt,17/04/1993,M,OPS,Supply Chain Specialist,59220,17/01/2012,29/07/2020,Terminated,Other,3,5,Berlin
200585,Kira,Löwer,10/04/1993,M,OPS,Logistics Coordinator,40320,18/05/2013,15/11/2019,Terminated,Layoff,2,4,Berlin
200586,Erkan,Hertrampf,18/12/1985,M,OPS,Production Supervisor,38540,13/04/2012,,Active,,3,4,Berlin
200587,Aloisia,Rose,05/07/1979,M,OPS,Operations Analyst,36260,14/01/2014,20/01/2018,Terminated,Resignation,4,4,Berlin
200588,Heidi,Niemeier,27/12/1988,F,OPS,Process Engineer,65280,25/12/2013,23/11/2017,Terminated,Resignation,3,3,Berlin
200589,Bertram,Siering,11/03/1970,F,OPS,Process Engineer,52920,15/07/2014,,Active,,3,4,Berlin
200590,Alfio,Filippini,28/02/2000,F,OPS,Logistics Coordinator,47000,23/07/2012,25/04/2020,Terminated,Resignation,3,5,Berlin
200591,Giacobbe,Baresi,09/10/1970,F,OPS,Operations Manager,46060,14/08/2014,21/08/2019,Terminated,Resignation,3,4,Berlin
200592,Wieland,Süßebier,26/03/1971,M,OPS,Operations Manager,33600,04/02/2013,14/05/2020,Terminated,Layoff,4,5,Berlin
200593,Geraldine,Dehmel,28/02/1978,F,OPS,Supply Chain Specialist,51700,11/10/2012,,Active,,4,3,Berlin
200594,Gaetano,Huhn,08/07/1996,F,OPS,Production Supervisor,64680,30/09/2014,23/10/2017,Terminated,Resignation,4,4,Berlin
200595,Anni,Davids,23/02/1982,M,OPS,Logistics Coordinator,36000,08/04/2015,29/08/2015,Terminated,Resignation,3,3,Berlin
200596,Alfons,Neureuther,24/07/1989,F,OPS,Operations Analyst,34780,11/10/2012,,Active,,4,3,Berlin
200597,Silva,Kitzmann,11/11/1986,M,OPS,Supply Chain Specialist,34780,21/10/2012,18/01/2019,Terminated,Resignation,3,5,Berlin
200598,Stefania,Weitzel,21/03/1981,M,OPS,Operations Analyst,32000,29/03/2015,18/07/2020,Terminated,Resignation,3,3,Berlin
200599,Selim,Ruppert,29/11/1977,F,OPS,Operations Analyst,56840,26/09/2014,13/03/2016,Terminated,Resignation,4,5,Berlin
200600,Abdul,Bolander,08/11/1991,F,OPS,Logistics Coordinator,58560,01/12/2013,04/06/2021,Terminated,Resignation,3,3,Berlin
200601,Jérôme,Petit,21/12/1991,F,OPS,Production Supervisor,50960,10/08/2014,,Active,,4,3,Berlin
200602,Lore,Nerger,11/09/1996,F,OPS,Operations Analyst,41360,16/08/2012,18/10/2015,Terminated,Resignation,3,3,Berlin
200603,Gabor,Wesack,03/06/1998,M,OPS,Process Engineer,47000,13/03/2015,05/06/2018,Terminated,Resignation,3,4,Berlin
200604,Marisa,Wernecke,02/04/1998,M,OPS,Logistics Coordinator,35520,12/12/2013,13/02/2019,Terminated,Resignation,3,3,Berlin
200605,Sarina,Bauer,24/02/1994,F,OPS,Operations Analyst,34780,11/11/2012,,Active,,3,3,Berlin
200606,David,Duke,03/07/2000,F,OPS,Logistics Coordinator,40320,28/08/2013,07/01/2024,Terminated,Layoff,3,2,Berlin
200607,Rebecca,Watts,22/06/1971,M,OPS,Logistics Coordinator,58560,16/04/2013,,Active,,3,4,Berlin
200608,Hildegunde,Anders,12/05/1972,F,OPS,Operations Manager,59520,16/06/2013,,Active,,3,3,Berlin
200609,Ilhan,Cichorius,18/12/1972,M,OPS,Operations Manager,40420,15/04/2012,31/08/2024,Terminated,Resignation,3,2,Berlin
200610,Gitte,Mohaupt,24/04/1971,F,OPS,Operations Analyst,35000,01/03/2015,10/06/2024,Terminated,Retirement,1,4,Berlin
200611,Enver,Krebs,24/02/1990,M,OPS,Logistics Coordinator,44180,15/08/2012,05/05/2017,Terminated,Layoff,4,3,Berlin
200612,Yvette,Mülichen,07/12/1979,F,OPS,Operations Manager,59520,29/01/2013,12/12/2015,Terminated,Layoff,1,3,Berlin
200613,Edward,Ernst,12/09/1989,F,OPS,Production Supervisor,46080,01/03/2013,05/03/2021,Terminated,Resignation,3,5,Berlin
200614,Igor,Heß,26/08/1988,F,OPS,Production Supervisor,48020,29/05/2014,17/09/2016,Terminated,Layoff,4,4,Berlin
200615,Hassan,Wirth,01/07/1985,M,OPS,Operations Manager,55680,20/03/2013,,Active,,3,4,Berlin
200616,Théodore,Guillon,21/06/1999,F,OPS,Operations Manager,61000,06/02/2015,05/07/2025,Terminated,Resignation,2,4,Berlin
200617,Maya,Christoph,15/12/1991,F,OPS,Production Supervisor,64320,25/06/2013,14/04/2017,Terminated,Retirement,4,3,Berlin
200618,Donna,Foa,16/07/1993,F,OPS,Operations Analyst,50760,25/08/2012,05/06/2021,Terminated,Other,3,3,Berlin
200619,Gottfried,Gehringer,14/06/2000,F,OPS,Process Engineer,39000,06/06/2015,,Active,,2,5,Berlin
200620,George,Barth,11/07/1982,F,OPS,Logistics Coordinator,62040,21/11/2012,21/01/2020,Terminated,Layoff,4,4,Berlin
200621,Brian,Ruiz,18/09/1981,M,OPS,Supply Chain Specialist,48020,04/11/2014,,Active,,2,2,Berlin
200622,Bernard,Heintze,01/12/1970,F,OPS,Supply Chain Specialist,35520,07/10/2013,16/08/2025,Terminated,Retirement,3,3,Berlin
200623,Gretel,Otto,25/06/1987,M,OPS,Process Engineer,38000,31/05/2015,,Active,,1,4,Berlin
200624,Kunigunda,Kramer,08/12/1989,M,OPS,Logistics Coordinator,41000,13/04/2015,,Active,,3,4,Berlin
200625,Waltrud,Rust,12/01/1994,F,OPS,Production Supervisor,54000,30/01/2015,,Active,,4,3,Berlin
200626,Ingetraut,Wagenknecht,02/07/1996,M,OPS,Production Supervisor,65000,01/05/2015,,Active,,3,3,Berlin
200627,Dorothe,Lindau,04/04/1983,M,OPS,Production Supervisor,61100,29/08/2012,21/01/2021,Terminated,Layoff,4,3,Berlin
200628,Adelheid,Patberg,10/05/1994,M,OPS,Production Supervisor,65660,21/09/2014,23/06/2016,Terminated,Other,3,3,Berlin
200629,Heather,Davis,09/12/1987,M,OPS,Logistics Coordinator,42300,17/02/2012,,Active,,4,5,Berlin
200630,Panfilo,Regge,28/08/1991,F,OPS,Operations Analyst,32340,15/06/2014,18/03/2019,Terminated,Resignation,3,5,Berlin
200631,Juan,Scheuermann,25/10/1980,M,OPS,Process Engineer,49000,12/03/2015,07/07/2019,Terminated,Resignation,2,2,Berlin
200632,Mechtild,Dobes,17/06/1979,F,OPS,Supply Chain Specialist,50960,30/09/2014,,Active,,4,4,Berlin
200633,Astrid,Lesage,27/06/1994,M,OPS,Operations Analyst,45120,14/06/2013,05/07/2024,Terminated,Resignation,2,3,Berlin
200634,Wieland,Scholtz,12/01/1987,F,OPS,Supply Chain Specialist,56640,18/08/2013,15/07/2017,Terminated,Other,4,4,Berlin
200635,Costantino,Caetani,20/12/1972,M,OPS,Operations Analyst,31020,07/02/2012,25/08/2018,Terminated,Layoff,3,3,Berlin
200636,Sedat,Hübel,08/10/1987,F,OPS,Logistics Coordinator,50880,22/04/2013,22/09/2021,Terminated,Retirement,3,5,Berlin
200637,Ayse,Hofmann,22/03/1971,F,OPS,Process Engineer,57600,22/01/2013,,Active,,3,3,Berlin
200638,Kenneth,Metz,14/02/1971,M,OPS,Supply Chain Specialist,45120,27/10/2012,,Active,,2,4,Berlin
200639,Patricia,Graf,02/04/1994,F,OPS,Production Supervisor,52640,30/04/2012,04/08/2021,Terminated,Resignation,3,3,Berlin
200640,Alfred,Scheel,05/05/1987,F,OPS,Supply Chain Specialist,62980,08/07/2012,24/10/2019,Terminated,Layoff,3,5,Berlin
200641,Zenon,Boucsein,19/06/1976,M,OPS,Operations Manager,51700,11/02/2012,27/06/2021,Terminated,Resignation,2,3,Berlin
200642,Armin,Bähr,18/02/1995,F,OPS,Operations Manager,55000,11/02/2015,,Active,,4,5,Berlin
200643,Jeannette,Faust,18/04/1985,F,OPS,Production Supervisor,38400,23/02/2013,11/12/2023,Terminated,Layoff,4,4,Berlin
200644,Albert,Conradi,28/03/1990,M,OPS,Supply Chain Specialist,57600,20/03/2013,30/09/2017,Terminated,Layoff,3,5,Berlin
200645,Gertraud,Dörr,25/02/2000,M,OPS,Operations Analyst,40420,07/11/2012,24/04/2016,Terminated,Resignation,3,4,Berlin
200646,Angela,Haase,01/11/1974,M,OPS,Logistics Coordinator,65280,21/10/2013,,Active,,3,3,Berlin
200647,Hanna,Carsten,08/07/1986,F,OPS,Process Engineer,55860,03/07/2014,11/01/2019,Terminated,Retirement,2,4,Berlin
200648,Kenneth,Davis,01/07/1984,F,OPS,Logistics Coordinator,44180,06/04/2012,25/06/2018,Terminated,Resignation,3,2,Berlin
200649,Lia,Löffler,23/07/1970,M,OPS,Supply Chain Specialist,62980,17/06/2012,01/10/2019,Terminated,Other,3,3,Berlin
200650,Guenter,Dörr,20/08/1970,M,OPS,Logistics Coordinator,34300,28/01/2014,,Active,,3,3,Berlin
200651,Ursula,Stadelmann,29/01/1986,F,OPS,Process Engineer,58280,12/01/2012,21/05/2018,Terminated,Resignation,2,3,Berlin
200652,Megan,Herman,02/10/1972,M,OPS,Supply Chain Specialist,65800,09/03/2012,,Active,,4,4,Berlin
200653,Raphael,Hölzenbecher,12/10/1971,F,OPS,Operations Analyst,41280,24/12/2013,02/08/2021,Terminated,Layoff,3,3,Berlin
200654,Veit,Niemeier,15/11/2000,M,OPS,Operations Manager,65280,02/09/2013,16/08/2020,Terminated,Resignation,1,3,Berlin
200655,Annita,Täsche,27/02/1999,M,OPS,Production Supervisor,48880,04/05/2012,22/08/2016,Terminated,Other,3,2,Berlin
200656,Margrit,Wilmsen,12/04/1980,M,OPS,Supply Chain Specialist,49920,10/11/2013,17/05/2019,Terminated,Resignation,3,4,Berlin
200657,Roman,Gude,28/01/1979,M,OPS,Operations Manager,55680,23/11/2013,,Active,,4,5,Berlin
200658,Philomena,Seip,05/04/1972,F,OPS,Logistics Coordinator,39360,06/01/2013,,Active,,1,4,Berlin
200659,Stanislav,Hermann,14/06/1986,M,OPS,Process Engineer,31360,28/03/2014,31/12/2017,Terminated,Layoff,3,2,Berlin
200660,Karlfried,Christoph,16/01/1977,F,OPS,Process Engineer,67620,14/11/2014,28/03/2015,Terminated,Layoff,2,3,Berlin
200661,Nancy,Pruschke,06/10/1992,M,OPS,Supply Chain Specialist,45080,15/01/2014,16/12/2020,Terminated,Resignation,3,3,Berlin
200662,Marko,Jopich,16/12/1992,M,OPS,Supply Chain Specialist,66240,27/03/2013,25/12/2018,Terminated,Other,3,4,Berlin
200663,Sigrun,Gude,05/08/1975,M,OPS,Operations Manager,53580,31/10/2012,04/07/2025,Terminated,Resignation,3,2,Berlin
200664,Lene,Holt,30/07/1991,F,OPS,Operations Manager,44160,11/04/2013,20/11/2020,Terminated,Resignation,3,3,Berlin
200665,Wibke,Koch,16/07/1982,M,OPS,Production Supervisor,36660,14/11/2012,29/08/2023,Terminated,Resignation,4,4,Berlin
200666,Katharine,van der Dussen,14/01/1970,M,OPS,Process Engineer,49920,07/05/2013,25/04/2019,Terminated,Resignation,3,4,Berlin
200667,Sandra,Potter,26/10/1988,M,OPS,Operations Manager,66240,09/11/2013,,Active,,3,4,Berlin
200668,Hanne-Lore,Müller,23/11/1976,F,OPS,Operations Analyst,38220,29/07/2014,05/05/2015,Terminated,Other,4,5,Berlin
200669,Amalia,Cortese,05/06/1980,M,OPS,Supply Chain Specialist,52800,20/11/2013,25/11/2015,Terminated,Layoff,4,3,Berlin
200670,Karla,Wilmsen,11/10/1993,M,OPS,Process Engineer,49820,23/12/2012,,Active,,3,3,Berlin
200671,Lidwina,Sölzer,09/01/1991,F,OPS,Operations Analyst,50760,31/10/2012,19/09/2015,Terminated,Layoff,4,4,Berlin
200672,Anneke,Kreusel,25/06/1973,F,OPS,Process Engineer,41360,18/02/2012,24/08/2020,Terminated,Layoff,4,3,Berlin
200673,Aloisia,Reinhardt,26/03/1990,F,OPS,Logistics Coordinator,35520,07/10/2013,27/02/2017,Terminated,Resignation,2,2,Berlin
